class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
p;5.73;b;s;y;f;;c;k;9.02;7.37;;;y;u;w;t;z;k;d;a
e;48.71;o;y;y;f;p;;y;5.33;18.75;;k;k;;;f;f;;d;s
e;6.89;f;y;n;f;e;c;n;4.07;11.95;;;w;;;t;l;;w;u
p;1.51;b;h;n;f;a;;n;4.38;1.52;;t;n;;;f;f;;d;s
p;15.02;f;k;w;t;d;d;n;5.8;25.03;;;w;;;f;f;;d;u
p;10.41;s;t;p;t;d;c;p;7.97;15.56;;;p;;;t;f;;d;u
e;5.43;x;t;n;f;e;;w;10.2;11.05;;s;w;u;w;f;f;;d;a
e;6.93;x;h;g;f;a;d;n;5.72;6.07;;t;w;;;t;l;;d;a
e;7.69;f;s;u;f;a;c;w;4.37;15.04;;;w;;;f;f;;d;a
p;0.78;x;;o;f;d;;o;4.5;1.15;;;y;;;f;f;w;g;a
p;8.15;x;y;w;t;;;w;7.76;14.7;s;;w;;;t;l;;d;a
e;12.2;s;t;p;t;d;c;o;6.32;18.41;;;w;;;f;f;;d;u
e;3.56;f;s;w;f;d;d;w;3.33;5.78;;;w;;;f;f;;g;w
e;8.82;x;s;n;f;e;c;p;6.45;9.89;;i;w;;;f;f;p;d;s
e;9.56;x;t;n;t;p;;y;8.05;18.41;;;n;;w;t;p;;d;u
e;5.39;x;s;b;f;x;c;w;6.08;8.94;;s;n;;;f;f;;l;a
p;3.28;b;t;n;f;;;n;6.99;4.44;;;w;;;t;;k;g;a
p;3.41;b;;n;f;a;;n;8.01;2.5;;;g;;w;f;f;k;g;a
e;5.88;x;t;n;f;a;d;n;5.15;4.25;;t;g;;;t;l;;d;a
p;2.88;x;s;w;f;d;c;w;2.66;6.69;;;w;;;f;f;;g;u
p;0.61;x;g;e;f;a;;p;3.24;0.79;;s;k;;;f;f;;d;u
e;9.21;s;;g;f;s;c;g;7.81;20.85;b;;u;;;f;f;;d;a
e;22.63;x;d;e;f;p;;w;17.95;37.69;s;y;w;;;f;f;;d;a
e;6.99;x;t;y;t;x;c;y;7.0;16.3;;;w;;;f;f;;d;a
p;3.53;b;h;n;f;;;n;10.65;5.55;;;w;;;t;;k;g;a
e;5.6;x;y;n;f;e;c;w;4.68;9.88;;y;n;;;f;f;;d;u
e;13.46;p;y;n;f;;;w;21.85;20.17;s;;n;;;t;m;;m;a
e;3.84;x;d;o;f;a;c;o;4.62;5.77;;;o;;;f;f;;m;u
p;2.51;o;l;g;f;f;f;f;0.0;0.0;f;f;f;;;f;f;;d;a
e;2.59;f;h;n;f;;c;k;5.87;6.47;;s;w;;w;f;f;k;d;a
p;6.37;s;d;e;t;d;c;n;7.57;8.27;;;n;;;f;f;;d;a
p;0.87;b;t;n;f;;c;k;4.37;2.71;;;n;;;t;f;;m;a
p;6.9;f;d;e;t;d;c;w;5.88;9.03;;;e;;;f;f;;d;a
e;1.4;x;;b;f;;d;w;4.59;3.35;;;w;;;f;f;;d;w
p;4.86;x;;w;f;;c;r;3.57;12.69;;;y;;;f;f;;d;a
e;10.96;f;s;n;t;e;;g;10.77;18.36;s;;w;;;t;l;;m;u
p;8.25;x;g;n;f;e;;w;7.05;14.58;;y;w;u;w;t;p;;d;a
p;10.01;x;h;n;f;s;;y;7.4;16.94;;i;n;;;f;f;;d;a
p;3.78;x;y;r;f;s;c;g;5.33;6.18;;y;w;;;t;e;k;m;a
e;12.98;x;s;n;t;e;;n;6.28;16.33;s;;w;;;t;l;;m;u
p;6.03;x;h;l;f;s;c;n;5.98;7.89;;y;w;;;t;e;u;d;u
p;5.29;o;k;r;f;;c;y;0.97;10.26;;;y;;;f;f;;d;w
p;6.21;x;s;n;t;s;d;r;4.15;12.74;r;y;n;;;f;f;;d;u
e;8.15;f;s;n;f;s;c;w;5.94;10.87;b;i;w;;;f;f;;d;a
p;5.7;x;e;e;f;a;;w;8.44;10.68;;;y;;w;t;z;;d;a
p;3.61;f;l;e;f;x;d;n;5.38;4.39;;;n;;;f;f;;l;u
p;7.03;f;t;e;f;x;d;w;6.01;17.7;b;;w;;;f;f;;d;a
e;13.94;x;t;k;f;a;d;k;5.6;19.83;;;w;;;f;f;w;d;u
e;10.22;s;;n;f;;;w;5.97;23.69;;;n;;;f;f;;d;a
e;2.94;s;d;g;t;d;c;p;4.62;5.78;;;g;;;f;f;;d;a
e;21.53;x;s;k;f;a;d;y;6.5;21.81;;;w;;;f;f;w;d;w
p;4.6;o;s;y;f;f;f;f;0.0;0.0;f;f;f;;;t;f;;d;s
e;6.34;f;s;n;f;x;c;w;8.24;11.5;;s;n;;;f;f;;l;w
e;6.87;x;;y;f;e;;w;5.79;13.25;b;;y;u;y;t;g;;d;a
e;8.23;x;y;w;f;e;c;n;5.86;13.32;;;w;;w;t;e;;g;u
p;2.87;c;;w;f;a;c;n;2.88;3.3;;i;w;;;f;f;;p;u
e;7.82;f;w;y;f;f;f;f;6.45;16.78;;;y;;;f;f;;d;u
e;19.27;p;d;n;f;p;;w;16.23;37.04;s;y;w;;;f;f;;d;u
p;7.45;s;;e;t;d;c;p;7.1;6.58;;;e;;;f;f;;d;a
p;2.58;x;g;e;f;a;;w;7.53;2.62;;;w;;;f;f;;d;u
p;7.43;f;y;u;f;s;c;y;5.51;14.54;;y;y;;;f;f;;d;a
p;5.08;s;k;n;f;p;;n;2.97;3.62;;k;n;;;t;f;;d;u
e;3.81;x;;y;f;a;c;o;4.4;8.89;;;w;;;f;f;;d;u
p;5.66;o;s;n;f;;c;w;0.0;0.0;f;f;f;;;f;f;n;d;a
e;3.33;x;;y;f;a;c;y;3.4;7.61;;;w;;;f;f;;d;a
p;6.73;x;h;e;f;x;;w;15.02;8.17;r;g;n;;;f;f;;d;a
e;8.06;x;l;w;f;d;;w;3.67;9.6;;;w;;;f;f;;d;a
e;3.43;f;d;n;t;d;c;p;3.51;3.79;;;g;;;f;f;;d;u
p;0.72;x;;o;f;d;;o;5.2;1.11;;;y;;;f;f;w;g;a
p;3.77;f;;e;f;x;;w;5.21;6.58;;;w;;;f;f;;d;u
p;5.33;s;d;o;f;d;c;o;3.83;7.18;;;o;;;f;f;;d;u
p;7.97;o;k;y;f;;c;y;1.48;13.37;;;n;;;f;f;;d;a
p;10.24;x;e;n;t;p;;e;6.79;28.0;;;e;;;f;f;;d;u
e;4.01;s;;y;f;f;f;f;7.87;8.43;;;y;;;f;f;;d;a
p;5.09;o;t;w;f;;c;w;0.0;0.0;f;f;f;;;f;f;n;d;u
e;3.7;s;;y;f;f;f;f;6.31;7.97;;;o;;;f;f;;d;a
e;3.54;s;;y;f;f;f;f;6.69;8.63;;;o;;;f;f;;d;a
p;4.46;x;;e;f;;c;g;3.29;11.64;;;y;;;f;f;;d;a
e;3.11;b;y;n;f;;c;n;6.8;3.19;;;w;;;f;f;;d;s
e;6.25;x;h;n;f;e;;w;12.46;11.78;;s;w;u;w;f;f;;d;a
e;6.25;x;h;g;f;a;d;n;6.17;4.84;;t;g;;;t;l;;d;u
e;6.31;x;;w;f;e;;w;6.59;13.49;b;;w;u;w;t;g;;d;a
p;5.56;x;;g;f;d;c;y;5.73;9.43;b;;n;;;f;f;;d;w
p;3.16;b;t;n;f;;;k;9.42;5.45;;;w;;;t;;k;g;w
p;9.42;s;t;p;t;d;c;p;9.23;16.82;;;p;;;t;f;;d;u
p;5.53;x;;p;f;;c;r;3.53;12.41;;;y;;;f;f;;d;a
p;7.55;x;t;n;f;x;;w;14.96;6.98;r;g;n;;;f;f;;d;a
p;2.83;s;;u;f;a;;w;3.5;6.36;;;y;;;f;f;;d;u
e;5.15;f;y;g;f;s;;w;4.99;8.3;;;w;;;f;f;;d;a
e;8.21;x;;g;f;a;;w;7.05;13.37;;;w;;;f;f;;d;a
p;1.56;x;;n;f;;;n;4.81;2.63;;s;n;;;f;f;k;g;u
p;4.99;s;k;y;f;p;;n;3.95;6.0;;k;n;;;t;f;;d;u
p;2.64;b;y;n;f;;c;g;5.4;4.33;s;s;w;;;f;f;;d;u
e;6.61;x;h;y;f;p;;y;7.91;15.54;;;y;;y;t;;;d;u
p;1.65;x;;n;f;;;n;5.07;2.7;;s;n;;;f;f;k;g;u
p;10.3;x;e;n;t;p;;e;7.33;23.04;;;u;;;f;f;;d;a
e;12.27;x;t;n;t;p;;y;8.55;22.07;;;n;;;f;f;;d;a
e;4.28;x;;y;f;a;c;o;4.18;8.0;;;w;;;f;f;;d;a
e;3.26;x;;b;f;;d;w;7.52;5.26;;;w;;;f;f;;d;u
p;11.64;x;y;o;f;a;;y;12.08;22.47;r;;o;;;t;r;n;d;w
p;1.12;f;s;y;f;f;f;f;2.88;4.69;;;y;;;f;f;;d;u
e;7.81;s;;y;f;a;c;w;5.83;15.37;;;w;;;f;f;;d;a
e;5.67;f;y;n;f;e;c;p;4.64;12.84;;;w;;;t;r;;w;u
e;9.2;x;h;n;f;p;d;y;7.0;10.78;;s;n;;;f;f;;d;u
p;13.84;x;t;r;t;d;c;w;5.03;25.39;;;r;;;f;f;;l;a
e;4.71;p;;g;f;f;f;f;5.23;20.81;;;n;;;f;f;;l;s
e;49.44;o;y;y;f;p;;y;5.74;30.63;;k;n;;;f;f;;d;u
p;9.36;x;;w;f;x;c;w;10.67;11.2;r;i;w;;;f;f;;h;u
e;8.51;x;t;y;t;x;c;y;9.8;20.09;;;w;;;f;f;;d;a
p;6.84;f;w;p;f;s;c;p;4.15;9.52;;;p;;;f;f;;d;a
p;3.46;f;l;n;f;x;d;e;5.09;4.85;;;y;;;f;f;;l;u
e;8.23;s;;n;f;s;c;p;8.92;22.54;b;;u;;;f;f;;g;a
e;9.02;x;t;n;f;p;d;y;6.42;11.62;;s;n;;;f;f;;d;a
p;6.78;o;e;r;f;;c;o;1.42;15.45;;;y;;;f;f;;d;w
p;14.57;f;g;o;f;e;;w;18.08;18.49;s;y;w;u;w;t;g;;d;u
e;6.94;x;;n;t;p;;g;11.19;23.34;;y;w;;;f;f;;d;u
p;9.27;x;h;r;f;;c;w;10.9;14.94;;;w;u;w;t;p;;d;a
p;8.15;b;t;w;f;e;c;w;12.81;12.16;;y;w;u;w;t;e;;d;u
e;20.62;p;d;o;f;p;;w;17.85;36.91;s;y;w;;;f;f;;d;a
p;3.24;f;;w;f;x;c;p;6.82;3.8;;;p;;;f;f;;d;u
e;4.38;s;;n;f;d;c;w;4.76;8.0;;s;w;;;f;f;;h;a
e;14.26;f;s;n;t;e;;n;10.09;17.01;s;;w;;;t;l;;m;u
p;3.18;b;y;p;f;e;c;w;3.96;3.45;;k;w;;;t;e;;m;a
e;7.59;s;t;w;t;d;c;o;4.71;15.13;;;w;;;f;f;;d;u
p;2.83;x;d;w;f;a;d;p;3.81;2.51;;h;w;;;f;f;;g;a
e;1.52;x;;u;f;;d;w;5.67;4.2;;;w;;;f;f;;d;u
p;3.29;b;y;p;f;e;c;w;4.38;3.49;;k;w;;;t;e;;m;u
e;8.61;f;i;n;f;e;c;p;5.03;14.14;;;w;;;t;r;;w;a
e;45.95;o;y;y;f;p;;y;6.26;32.51;;k;k;;;f;f;;d;s
e;9.99;s;;u;f;s;c;u;7.47;19.72;;;b;;;f;f;;l;a
e;10.14;f;s;w;f;s;c;w;5.92;24.99;;;w;;;f;f;;m;s
e;5.34;x;t;n;f;e;;w;11.38;12.42;;s;n;u;w;f;f;;d;a
e;15.59;f;s;w;f;a;d;y;7.53;22.54;;;w;;;f;f;w;d;a
e;5.44;s;l;n;f;f;f;f;6.95;58.49;;;n;;;f;f;g;d;a
p;2.94;b;;g;f;a;;k;8.5;2.39;;;g;;w;f;f;k;g;a
p;3.01;f;t;p;f;a;;y;4.69;6.33;;t;y;;;f;f;;g;a
p;7.19;x;h;e;f;x;d;w;5.76;16.51;b;;w;;;f;f;;d;a
p;6.38;s;;n;t;d;c;w;7.39;6.24;;;n;;;f;f;;d;a
e;7.17;f;s;b;f;x;c;w;7.82;11.58;;s;n;;;f;f;;l;w
p;14.61;x;h;n;t;p;;o;8.48;27.29;c;;y;;;f;f;;d;u
p;7.69;x;;n;t;x;;n;8.34;20.21;s;;u;;u;f;f;;d;a
e;8.52;x;i;n;f;e;c;p;4.37;12.85;;;w;;;t;l;;w;a
e;5.75;x;y;n;f;e;c;p;5.42;9.7;;y;n;;;f;f;;d;u
p;2.89;x;y;y;f;a;;w;5.65;3.39;;y;n;;;t;r;;h;a
p;3.07;b;;g;f;a;;k;10.94;2.67;;;n;;w;f;f;k;g;a
p;10.83;f;t;n;t;d;c;n;5.47;14.94;;;n;;;f;f;;h;u
p;9.52;x;e;n;f;a;;n;12.57;18.74;s;;n;;n;f;f;;d;a
e;8.94;x;s;n;f;e;c;w;5.52;9.23;;i;w;;;f;f;p;d;w
p;5.54;x;e;e;f;a;;w;7.9;9.42;;;e;;w;t;z;;d;a
p;2.8;o;l;g;f;f;f;f;0.0;0.0;f;f;f;;;f;f;;d;s
p;7.94;x;h;r;f;;c;w;10.97;16.35;;;w;u;w;t;p;;d;u
p;5.88;b;t;w;f;e;c;w;10.51;11.48;;y;w;u;w;t;l;;d;a
p;3.8;b;y;e;f;e;c;w;5.34;3.54;;k;w;;;t;e;;d;a
p;3.97;s;;u;f;a;;w;5.11;8.42;;;w;;;f;f;;d;u
p;2.58;f;;u;f;a;c;w;4.28;3.81;;i;w;;;f;f;;p;a
e;5.17;x;s;k;f;a;c;w;3.53;13.59;;;w;;;f;f;;d;a
p;5.48;x;s;k;f;e;;k;5.57;6.34;;;o;;;f;f;;g;a
p;1.72;p;t;n;f;a;c;g;6.53;2.53;;t;y;;;t;e;;m;a
p;6.82;x;y;n;f;a;c;y;9.67;10.51;;y;n;;;t;;;d;a
e;8.07;f;s;o;f;s;;n;8.37;11.64;;i;n;;;f;f;;d;a
e;5.34;c;h;n;f;e;;w;10.85;11.28;;s;n;u;w;f;f;;d;a
e;8.24;x;h;n;t;p;;y;7.19;16.76;;;n;;w;t;p;;d;u
p;10.35;x;;n;f;p;;p;8.9;28.13;c;;n;;;f;f;p;d;u
p;4.25;x;h;l;f;s;c;u;6.42;8.17;;y;l;;;t;e;k;d;u
e;6.95;x;t;y;f;p;;y;6.66;14.74;;;y;;y;t;;;d;u
p;1.79;b;;g;f;a;;g;4.79;1.88;;s;n;;;f;f;;d;u
e;6.43;x;t;g;f;a;d;n;6.14;5.58;;t;g;;;t;l;;d;u
e;16.6;s;t;n;f;a;d;y;6.66;24.34;;;w;;;f;f;w;d;u
p;8.57;o;k;r;f;;c;y;1.6;15.51;;;y;;;f;f;;d;a
p;0.81;x;g;y;f;;;y;3.52;0.72;;;w;;;f;f;;d;u
e;4.72;x;;r;f;d;;r;6.56;7.56;;;l;;;f;f;;d;a
e;9.04;x;s;w;f;s;c;w;7.31;34.38;;;w;;;f;f;;d;s
e;10.84;x;i;n;t;e;;p;9.39;17.6;;y;w;;;t;p;;d;a
p;17.44;f;d;n;f;d;c;y;7.24;41.17;;k;n;;;f;f;;d;u
p;2.71;x;y;n;f;a;;w;5.06;3.64;;y;y;;;t;r;;g;u
p;7.07;x;i;y;f;a;c;n;9.26;8.35;;i;n;;k;t;z;k;d;a
e;6.9;f;s;n;f;s;c;w;5.65;9.58;b;i;n;;;f;f;;g;u
p;7.8;p;;n;f;p;;p;8.12;22.78;c;;n;;;f;f;p;d;u
p;13.06;x;h;y;f;s;;p;8.42;18.2;;i;n;;;f;f;;d;a
e;8.01;f;s;u;f;a;c;w;5.08;16.11;;;w;;;f;f;;d;u
e;9.09;s;;n;f;;;w;6.57;24.9;;;n;;;f;f;;d;u
p;8.27;x;e;n;f;a;;n;10.86;15.34;s;;n;;e;f;f;;h;a
p;14.66;x;s;n;t;p;;e;9.91;35.64;c;;y;;;f;f;;d;a
e;8.52;s;;n;f;s;c;g;7.06;19.48;b;;u;;;f;f;;g;a
p;0.73;b;t;n;f;;c;k;3.33;2.32;;;n;;;t;f;;m;u
p;9.03;f;;r;f;x;c;y;7.03;11.66;;;w;;;f;f;;d;u
p;4.31;f;d;b;f;x;c;y;4.58;3.09;b;s;n;;;f;f;;d;a
p;4.39;x;s;y;f;;c;y;9.07;7.87;;;y;u;w;t;z;k;d;u
e;6.04;s;;n;f;d;c;w;5.07;8.03;;s;w;;;f;f;;l;u
p;5.74;c;i;y;f;;c;r;6.5;7.71;;;w;;;f;f;;d;u
p;8.34;b;t;w;f;e;c;w;11.12;11.03;;y;w;u;w;t;l;;d;u
p;14.24;x;t;r;t;d;c;b;4.93;26.01;;;n;;;f;f;;g;a
e;16.02;f;e;n;f;a;c;w;8.52;25.42;s;;w;;;f;f;;d;a
p;4.3;b;t;n;f;;;k;8.91;5.41;;;w;;;t;;k;g;a
p;6.74;s;d;e;t;d;c;w;6.86;9.01;;;n;;;f;f;;d;a
e;7.69;f;s;n;f;s;;n;9.9;13.03;;i;o;;;f;f;;d;a
e;6.63;f;s;n;f;x;c;w;8.0;10.5;;s;n;;;f;f;;l;a
e;5.18;x;y;g;f;s;;y;4.47;7.8;;;w;;;f;f;;d;u
p;6.63;x;g;n;f;e;;w;8.06;14.05;;y;w;u;w;t;p;;d;a
p;7.84;x;i;n;f;a;c;k;8.56;8.71;;i;n;;k;t;z;k;d;a
e;6.95;f;h;k;f;s;d;g;5.48;11.3;;s;g;;;f;f;;d;u
p;8.16;s;h;g;t;d;;w;4.5;13.14;;t;g;;;f;f;;d;u
e;10.54;o;;n;f;;;w;5.17;26.22;;;n;;;f;f;;d;u
e;6.27;x;h;n;f;x;c;n;4.95;6.0;;y;n;;;t;r;;d;w
e;3.85;f;t;n;f;d;;o;5.75;6.24;;t;o;;;f;f;;d;w
p;4.83;f;l;e;f;x;d;y;5.9;5.25;;;y;;;f;f;;d;a
p;4.17;c;i;y;f;;c;n;6.42;6.77;;;w;;;f;f;;d;a
p;1.39;x;i;l;f;a;;w;3.41;2.29;;;w;;;f;f;p;g;a
e;9.47;x;i;n;t;e;;p;8.99;17.08;;y;w;;;t;p;;d;a
e;8.62;x;s;u;f;x;;n;6.18;19.9;;;n;;;f;f;;d;w
p;7.96;f;t;e;f;x;d;w;6.79;18.3;b;;w;;;f;f;;d;a
e;12.31;x;e;g;f;d;c;w;8.1;26.12;s;;w;;;f;f;;l;w
e;5.36;o;;n;f;;;w;4.18;22.21;;;n;;;f;f;;d;u
p;3.87;f;k;n;f;s;;p;4.21;3.1;;;n;;;f;f;p;g;u
p;2.28;x;s;o;f;a;;y;2.71;5.03;;;o;;;f;f;;m;a
p;0.79;x;g;o;f;;;y;3.61;0.85;;;y;;;f;f;;d;u
e;6.21;s;;n;f;d;c;w;4.53;8.36;;s;w;;;f;f;;d;u
e;6.89;f;;e;f;x;c;w;7.2;16.18;;s;w;;;f;f;;d;a
e;5.4;x;t;g;f;a;d;n;5.49;4.98;;t;g;;;t;l;;d;a
p;6.33;s;t;g;t;d;;w;4.23;11.97;;t;r;;;f;f;;d;a
p;0.7;x;g;p;f;a;;n;3.85;0.97;;s;k;;;f;f;;d;w
e;17.47;x;t;n;f;a;d;k;7.98;24.04;;;w;;;f;f;w;d;w
p;3.16;o;l;g;f;f;f;f;0.0;0.0;f;f;f;;;f;f;;d;s
e;7.49;x;s;n;f;e;c;p;5.25;9.06;;i;w;;;f;f;p;d;w
e;5.37;x;i;n;f;e;c;p;4.41;12.27;;;w;;;t;r;;w;a
p;3.8;s;w;u;f;a;c;g;5.77;5.73;;s;u;;;f;f;;l;a
e;9.73;f;;l;f;s;c;b;6.58;18.64;;;b;;;f;f;;d;a
p;14.15;o;;e;f;f;f;f;4.2;26.54;;g;n;;;f;f;;d;s
p;3.25;f;y;e;f;e;c;w;3.76;3.28;;k;w;;;t;e;;m;u
e;6.01;c;h;n;f;e;;w;13.28;13.39;;s;w;u;w;f;f;;d;u
p;3.4;s;w;u;f;a;c;u;4.97;4.94;;s;u;;;f;f;;l;a
p;4.41;x;;y;f;x;;w;5.36;6.72;;;w;;;f;f;;d;u
p;3.48;b;w;u;f;a;c;g;4.88;5.01;;s;u;;;f;f;;d;u
p;14.31;f;k;w;t;d;d;n;4.92;21.95;;;w;;;f;f;;d;u
p;3.98;f;t;n;f;x;c;p;5.32;4.46;;i;n;;;f;f;;g;a
e;9.31;f;y;e;f;;;w;7.83;25.59;b;;n;;w;t;e;;d;w
p;13.59;s;s;n;f;d;c;y;4.52;31.48;;k;n;;;f;f;;d;u
e;5.37;f;i;n;f;e;c;n;4.73;12.53;;;w;;;t;l;;w;u
e;7.86;f;y;n;f;e;c;p;5.01;12.49;;;w;;;t;r;;w;u
p;5.88;x;i;n;f;a;c;n;6.51;6.88;;i;n;;k;t;z;k;g;u
e;8.45;f;s;u;f;a;c;w;3.96;14.15;;;w;;;f;f;;d;u
p;1.84;b;g;o;f;;c;n;6.42;2.96;;;n;;;f;f;;m;u
e;4.02;x;h;n;f;;c;n;6.28;6.22;;s;w;;w;f;f;k;d;a
p;4.96;f;;y;f;s;d;y;5.83;10.76;;i;y;;;f;f;;d;a
e;1.44;c;g;n;f;a;;g;5.13;1.47;;;g;;;f;f;;d;u
e;18.54;s;t;k;f;a;d;y;7.8;23.16;;;w;;;f;f;w;d;u
p;1.7;x;;n;f;;;k;5.53;2.84;;s;n;;;f;f;k;g;u
p;6.52;x;e;e;f;a;;n;6.42;9.2;;;y;;w;t;z;;d;a
p;1.31;x;;n;f;;;n;4.92;2.5;;s;n;;;f;f;k;g;a
e;3.0;b;y;n;f;;c;k;7.37;3.6;;;w;;;f;f;;d;u
p;7.4;x;w;p;f;s;c;p;4.08;9.76;;;p;;;f;f;;d;a
p;11.36;x;e;n;t;p;;e;10.13;35.08;;;u;;;f;f;;d;u
e;12.86;f;;w;f;d;c;y;2.65;15.5;;;w;;;f;f;;d;w
p;1.8;p;t;n;f;a;c;g;7.0;2.6;;t;y;;;t;e;;m;s
e;1.46;x;w;n;f;;d;g;4.97;2.48;;;w;;;f;f;;d;w
p;7.81;x;y;w;t;;;p;8.07;12.67;s;;w;;;t;l;;d;a
p;2.7;s;d;w;f;a;d;w;3.58;2.31;;h;w;;;f;f;;g;u
e;3.17;f;g;n;f;a;d;g;5.09;2.96;;s;g;;;f;f;;d;u
p;2.88;b;d;y;f;a;;r;5.09;5.95;;t;r;;;f;f;;d;a
p;4.24;f;k;y;f;p;;n;3.78;5.55;;k;n;;;t;f;;d;u
e;3.96;x;s;w;f;d;d;w;3.66;5.91;;;w;;;f;f;;g;a
p;12.75;x;e;n;t;p;;y;8.66;27.21;c;;y;;;f;f;;d;u
e;9.92;f;s;y;f;a;d;w;8.09;14.29;;i;n;;;t;;w;d;w
p;5.95;s;d;y;f;d;c;o;3.47;6.7;;;o;;;f;f;;d;u
e;5.62;f;;n;f;x;c;w;6.52;15.66;;s;w;;;f;f;;d;a
p;5.78;b;s;e;f;e;;g;8.14;8.17;;;k;;;f;f;;g;a
p;1.93;f;;u;f;a;c;w;3.52;3.51;;i;w;;;f;f;;d;a
p;5.84;x;s;n;t;s;d;w;4.98;14.29;r;y;w;;;f;f;;d;a
p;3.49;f;k;n;f;s;;p;3.86;2.97;;;n;;;f;f;p;g;a
e;3.28;b;y;n;f;;c;n;6.78;2.71;;;w;;;f;f;;d;a
p;5.83;s;d;o;f;d;c;o;3.25;6.54;;;y;;;f;f;;d;u
e;4.51;s;;n;f;d;c;w;4.25;7.45;;s;w;;;f;f;;d;a
e;9.79;x;h;n;t;p;;y;7.15;17.7;;;n;;w;t;p;;d;u
p;7.55;x;;u;t;x;;u;7.81;18.69;s;;g;;u;f;f;;d;a
p;1.24;s;s;y;f;f;f;f;3.66;5.46;;;y;;;f;f;;d;a
p;3.0;x;i;e;f;;;e;4.22;4.71;;;e;;;f;f;n;d;a
p;1.89;p;t;n;f;a;c;g;5.57;2.38;;t;y;;;t;e;;m;u
p;1.55;x;k;n;f;;;n;3.91;1.52;;;n;;;f;f;;d;u
p;6.0;x;e;e;f;a;;g;8.4;10.16;;;e;;w;t;z;;d;a
p;4.91;f;w;u;f;a;c;g;7.17;5.58;;s;u;;;f;f;;d;u
e;9.54;x;s;u;f;a;c;w;5.21;17.64;;;w;;;f;f;;d;u
e;1.7;c;g;n;f;a;;w;5.11;1.44;;;g;;;f;f;;l;a
e;3.49;x;h;n;f;;c;n;7.27;6.48;;s;w;;w;f;f;k;d;a
p;8.88;s;;y;t;d;;o;5.32;12.36;;;w;;;t;f;;d;u
p;7.25;s;d;n;t;d;c;w;6.27;9.83;;;n;;;f;f;;d;u
p;4.12;o;;w;f;f;f;f;5.46;27.14;;g;w;;;t;f;;p;u
p;3.19;f;d;b;f;x;c;w;4.43;2.89;b;s;n;;;f;f;;d;a
p;3.49;f;d;n;f;x;c;y;4.43;2.81;b;s;n;;;f;f;;l;u
e;9.09;f;;u;f;s;c;u;7.21;20.08;;;b;;;f;f;;d;a
p;7.13;x;t;n;f;s;;g;5.06;6.49;;y;n;;;f;f;;d;a
e;0.74;b;g;g;f;;;g;2.27;1.08;;;w;;;f;f;;d;s
e;8.81;f;e;b;f;;c;b;4.97;20.51;;;w;;;t;f;;d;a
p;7.31;b;t;w;f;e;c;w;12.91;11.55;;y;w;u;w;t;l;;d;a
p;3.44;b;t;n;f;x;c;p;4.9;3.84;;i;g;;;f;f;;g;u
e;3.55;x;s;p;f;a;c;o;4.93;7.11;;;o;;;f;f;;g;w
e;9.45;p;i;n;t;e;;p;9.13;17.58;;y;w;;;t;p;;d;a
p;9.89;s;t;p;t;d;c;p;9.67;20.38;;;p;;;t;f;;d;u
p;13.88;x;d;y;f;a;;o;14.4;24.36;r;;y;;;t;r;n;d;a
e;4.25;x;t;n;f;d;;o;5.98;7.59;;t;w;;;f;f;;d;a
p;5.12;x;;p;f;;c;g;3.8;13.25;;;y;;;f;f;;d;a
e;5.54;x;t;g;f;a;d;n;5.4;4.5;;t;w;;;t;l;;d;u
p;5.0;s;d;o;f;d;c;y;3.19;6.44;;;y;;;f;f;;d;u
e;3.6;x;;n;f;x;c;n;6.6;3.9;;;w;;;f;f;;d;u
p;3.87;x;i;e;f;;;e;4.66;6.1;;;e;;;f;f;n;d;a
p;3.9;b;t;n;f;;;k;8.09;4.86;;;w;;;t;;k;g;w
e;8.84;x;t;n;t;p;;y;6.59;16.94;;;n;;w;t;p;;d;a
e;11.53;x;s;r;f;x;;n;5.21;19.74;;;w;;;f;f;;d;a
e;46.24;o;y;y;f;p;;y;7.16;39.76;;k;k;;;f;f;;d;s
e;17.76;p;d;e;f;p;;n;16.48;36.28;s;y;w;;;f;f;;d;u
p;2.0;c;;w;f;a;c;w;3.05;3.11;;i;u;;;f;f;;d;a
p;11.6;s;d;n;f;d;c;y;5.98;35.24;;k;n;;;f;f;;d;a
e;5.48;s;l;n;f;f;f;f;6.01;32.65;;;n;;;f;f;g;d;u
e;6.65;x;;g;f;a;;w;6.63;11.98;;;g;;;f;f;;d;a
e;7.5;x;s;w;f;e;c;p;5.32;13.15;;;w;;w;t;e;;g;u
p;5.58;x;;y;f;s;d;y;6.61;13.54;;i;y;;;f;f;;d;a
e;0.91;x;g;e;t;a;;p;5.32;1.14;;;n;;;f;f;;h;a
p;1.32;x;k;n;f;;;n;3.82;1.09;;;n;;;f;f;;d;a
e;7.24;p;;g;f;f;f;f;5.84;21.61;;;n;;;f;f;;d;s
p;6.95;x;e;e;f;a;;w;8.08;9.38;;;e;;w;t;z;;d;a
p;5.09;s;d;y;f;d;c;y;3.52;6.95;;;y;;;f;f;;d;u
e;4.7;x;;w;f;a;;r;6.77;8.36;;;r;;;f;f;;l;a
e;9.6;x;s;n;f;d;d;w;9.38;14.53;;i;n;;;t;;w;d;a
